"name","latitude","longitude","state","district","ps"
"MAURYA ENCLAVE","28.70027","77.146109999999993","DELHI","NORTH WEST","MAURYA ENCLAVE"
"MAHENDRA PARK","28.72569","77.16395","DELHI","NORTH WEST","MAHENDRA PARK"
"MANGOL PURI","28.696390000000001","77.091359999999995","DELHI","OUTER DISTRICT","MANGOL PURI"
"SULTANPURI","28.702819999999999","77.078940000000003","DELHI","OUTER DISTRICT","SULTANPURI"
"RANHOLA","28.653919999999999","77.035610000000005","DELHI","OUTER DISTRICT","RANHOLA"
"NANGLOI","28.681760000000001","77.066980000000001","DELHI","OUTER DISTRICT","NANGLOI"
"NIHAL VIHAR","28.664919999999999","77.071269999999998","DELHI","OUTER DISTRICT","NIHAL VIHAR"
"MUNDKA","28.66986","76.959980000000002","DELHI","OUTER DISTRICT","MUNDKA"
"PASCHIM VIHAR EAST","28.670991000000001","77.100960000000001","DELHI","OUTER DISTRICT","PASCHIM VIHAR EAST"
"PASCHIM VIHAR WEST","28.679667999999999","77.088909999999998","DELHI","OUTER DISTRICT","PASCHIM VIHAR WEST"
"Rani Bagh PS","28.697697999999999","77.119249999999994","DELHI","OUTER DISTRICT","Rani Bagh PS"
"Raj Park PS","28.694199999999999","77.081500000000005","DELHI","OUTER DISTRICT","Raj Park PS"
"Narela Industrial Area PS","28.83184","77.094719999999995","DELHI","Outer North","Narela Industrial Area PS"
"Swarup Nagar PS","28.758586999999999","77.156080000000003","DELHI","Outer North","Swarup Nagar PS"
"MAHILA","23.231069999999999","72.647360000000006","GUJARAT","GANDHINAGAR","MAHILA"
"Bhalswa Diary PS","28.742837000000002","77.165499999999994","DELHI","Outer North","Bhalswa Diary PS"
"Bawana PS","28.806128000000001","77.023229999999998","DELHI","Outer North","Bawana PS"
"Shahbad Diary PS","28.747477","77.07902","DELHI","Outer North","Shahbad Diary PS"
"Ali Pur PS","28.798926999999999","77.138689999999997","DELHI","Outer North","Ali Pur PS"
"Narela PS","28.853313","77.087969999999999","DELHI","Outer North","Narela PS"
"Samai Pur Badli PS","28.725138999999999","77.141499999999994","DELHI","Outer North","Samai Pur Badli PS"
"ANAND VIHAR RLY STN","28.648389999999999","77.315020000000004","DELHI","RAILWAYS","ANAND VIHAR RLY STN"
"OLD DELHI (DELHI MAIN) RLY. STN.","28.660769999999999","77.227130000000002","DELHI","RAILWAYS","OLD DELHI (DELHI MAIN) RLY. STN."
"NEW DELHI RLY. STN.","28.643920000000001","77.218909999999994","DELHI","RAILWAYS","NEW DELHI RLY. STN."
"HAZRAT NIZAMUDDIN RLY STN","28.588170000000002","77.253460000000004","DELHI","RAILWAYS","HAZRAT NIZAMUDDIN RLY STN"
"SARAI ROHILLA STATION","28.662780000000001","77.185689999999994","DELHI","RAILWAYS","SARAI ROHILLA STATION"
"DELHI CANTT RLY. STATION","28.612010000000001","77.116","DELHI","RAILWAYS","DELHI CANTT RLY. STATION"
"SUBZI MANDI RLY STATION","28.668009999999999","77.200040000000001","DELHI","RAILWAYS","SUBZI MANDI RLY STATION"
"BEGUM PUR","28.718450000000001","77.065029999999993","DELHI","ROHINI","BEGUM PUR"
"K.N. KATJU MARG","28.731030000000001","77.120540000000005","DELHI","ROHINI","K.N. KATJU MARG"
"PRASHANT VIHAR","28.717890000000001","77.127309999999994","DELHI","ROHINI","PRASHANT VIHAR"
"VIJAY VIHAR","28.710059999999999","77.102019999999996","DELHI","ROHINI","VIJAY VIHAR"
"SOUTH ROHINI","28.702359999999999","77.115579999999994","DELHI","ROHINI","SOUTH ROHINI"
"NORTH ROHINI","28.708860000000001","77.117900000000006","DELHI","ROHINI","NORTH ROHINI"
"Prem Nagar PS","28.707999999999998","77.055899999999994","DELHI","ROHINI","Prem Nagar PS"
"Budh Vihar PS","28.7028","77.107900000000001","DELHI","ROHINI","Budh Vihar PS"
"Kanjhawala PS","28.725555","77.003299999999996","DELHI","ROHINI","Kanjhawala PS"
"Aman Vihar PS","28.710149000000001","77.060360000000003","DELHI","ROHINI","Aman Vihar PS"
"VIVEK VIHAR","28.666979999999999","77.306420000000003","DELHI","SHAHDARA","VIVEK VIHAR"
"ANAND VIHAR","28.653890000000001","77.293599999999998","DELHI","SHAHDARA","ANAND VIHAR"
"KRISHNA NAGAR","28.66722","77.28022","DELHI","SHAHDARA","KRISHNA NAGAR"
"GANDHI NAGAR","28.659970000000001","77.267619999999994","DELHI","SHAHDARA","GANDHI NAGAR"
"GEETA COLONY","28.655339999999999","77.276060000000001","DELHI","SHAHDARA","GEETA COLONY"
"FARSH BAZAR","28.665019999999998","77.286680000000004","DELHI","SHAHDARA","FARSH BAZAR"
"SHAHDARA","28.673580000000001","77.274690000000007","DELHI","SHAHDARA","SHAHDARA"
"MANSAROVAR PARK","28.68271","77.298460000000006","DELHI","SHAHDARA","MANSAROVAR PARK"
"G.T.B. ENCLAVE","28.68516","77.315799999999996","DELHI","SHAHDARA","G.T.B. ENCLAVE"
"SEEMAPURI","28.67792","77.316090000000003","DELHI","SHAHDARA","SEEMAPURI"
"Jagat Puri PS","28.643802999999998","77.283820000000006","DELHI","SHAHDARA","Jagat Puri PS"
"DEFENCE COLONY","28.564859999999999","77.232990000000001","DELHI","SOUTH","DEFENCE COLONY"
"FATEHPUR BERI","28.466560000000001","77.152389999999997","DELHI","SOUTH","FATEHPUR BERI"
"HAUZ KHAS","28.549160000000001","77.208240000000004","DELHI","SOUTH","HAUZ KHAS"
"K.M. PUR","28.576000000000001","77.225099999999998","DELHI","SOUTH","K.M. PUR"
"LODI COLONY","28.587980000000002","77.226389999999995","DELHI","SOUTH","LODI COLONY"
"MEHRAULI","28.521650000000001","77.179649999999995","DELHI","SOUTH","MEHRAULI"
"MALVIYA NAGAR","28.530639999999998","77.204589999999996","DELHI","SOUTH","MALVIYA NAGAR"
"SAKET","28.529160000000001","77.227379999999997","DELHI","SOUTH","SAKET"
"NEB SARAI","28.498950000000001","77.214010000000002","DELHI","SOUTH","NEB SARAI"
"GREATER KAILASH","28.554259999999999","77.232730000000004","DELHI","SOUTH","GREATER KAILASH"
"CHITRANJAN PARK","28.536650000000002","77.249449999999996","DELHI","SOUTH","CHITRANJAN PARK"
"SANGAM VIHAR","28.509620000000002","77.24315","DELHI","SOUTH","SANGAM VIHAR"
"AMBEDKAR NAGAR","28.520440000000001","77.240939999999995","DELHI","SOUTH","AMBEDKAR NAGAR"
"Maidan Garhi PS","28.52299","77.180040000000005","DELHI","SOUTH","Maidan Garhi PS"
"Tigri PS","28.499110000000002","77.238550000000004","DELHI","SOUTH","Tigri PS"
"DELHI CANTT","28.590340000000001","77.116770000000002","DELHI","SOUTH WEST","DELHI CANTT"
"KAPASHERA","28.529260000000001","77.08766","DELHI","SOUTH WEST","KAPASHERA"
"SAGAR PUR","28.59149","77.086519999999993","DELHI","SOUTH WEST","SAGAR PUR"
"PALAM VILLAGE","28.5883","77.082949999999997","DELHI","SOUTH WEST","PALAM VILLAGE"
"R. K. PURAM","28.57067","77.178389999999993","DELHI","SOUTH WEST","R. K. PURAM"
"SOUTH CAMPUS","28.570620000000002","77.178610000000006","DELHI","SOUTH WEST","SOUTH CAMPUS"
"VASANT KUNJ NORTH","28.53537","77.151740000000004","DELHI","SOUTH WEST","VASANT KUNJ NORTH"
"VASANT KUNJ SOUTH","28.53537","77.151740000000004","DELHI","SOUTH WEST","VASANT KUNJ SOUTH"
"VASANT VIHAR","28.558029999999999","77.169039999999995","DELHI","SOUTH WEST","VASANT VIHAR"
"Kishan Garh PS","28.518560000000001","77.168930000000003","DELHI","SOUTH WEST","Kishan Garh PS"
"Safdarjung Enclave PS","28.574310000000001","77.199460000000002","DELHI","SOUTH WEST","Safdarjung Enclave PS"
"Sorojini Nagar PS","28.574529999999999","77.199669999999998","DELHI","SOUTH WEST","Sorojini Nagar PS"
"JAIT PUR","28.530639999999998","77.318889999999996","DELHI","SOUTH-EAST","JAIT PUR"
"GOVIND PURI","28.530940000000001","77.265590000000003","DELHI","SOUTH-EAST","GOVIND PURI"
"NEW FRIENDS COLONY","28.562370000000001","77.267399999999995","DELHI","SOUTH-EAST","NEW FRIENDS COLONY"
"JAMIA NAGAR","28.56193","77.292199999999994","DELHI","SOUTH-EAST","JAMIA NAGAR"
"HAZARAT NIZAMUDDIN","28.592130000000001","77.243880000000004","DELHI","SOUTH-EAST","HAZARAT NIZAMUDDIN"
"LAJPAT NAGAR","28.568390000000001","77.240399999999994","DELHI","SOUTH-EAST","LAJPAT NAGAR"
"AMAR COLONY","28.559149999999999","77.240319999999997","DELHI","SOUTH-EAST","AMAR COLONY"
"KALKAJI","28.547029999999999","77.255970000000005","DELHI","SOUTH-EAST","KALKAJI"
"SARITA VIHAR","28.540230000000001","77.281689999999998","DELHI","SOUTH-EAST","SARITA VIHAR"
"BADARPUR","28.493690000000001","77.303989999999999","DELHI","SOUTH-EAST","BADARPUR"
"OKHLA INDUSTRIAL AREA","28.52713","77.274479999999997","DELHI","SOUTH-EAST","OKHLA INDUSTRIAL AREA"
"SUNLIGHT COLONY","28.578209999999999","77.259929999999997","DELHI","SOUTH-EAST","SUNLIGHT COLONY"
"PUL PRAHLAD PUR","28.502020000000002","77.290859999999995","DELHI","SOUTH-EAST","PUL PRAHLAD PUR"
"Kalandi Kunj PS","28.503889999999998","77.319659999999999","DELHI","SOUTH-EAST","Kalandi Kunj PS"
"Shaheen Bagh PS","28.549299999999999","77.296300000000002","DELHI","SOUTH-EAST","Shaheen Bagh PS"
"SPECIAL CELL (SB)","28.588010000000001","77.227270000000004","DELHI","SPECIAL CELL(SB)","SPECIAL CELL (SB)"
"CRIME (WOMEN) CELL NANAK PURA","28.582439999999998","77.168350000000004","DELHI","SPECIAL POLICE UNIT FOR WOMEN & CHILDREN","CRIME (WOMEN) CELL NANAK PURA"
"VIGILANCE PS","28.630880000000001","77.225840000000005","DELHI","VIGILANCE","VIGILANCE PS"
"HARI NAGAR","28.609480000000001","77.09984","DELHI","WEST","HARI NAGAR"
"JANAK PURI","28.628399999999999","77.081860000000006","DELHI","WEST","JANAK PURI"
"KIRTI NAGAR","28.62678","77.121369999999999","DELHI","WEST","KIRTI NAGAR"
"MAYA PURI","28.625139999999998","77.120239999999995","DELHI","WEST","MAYA PURI"
"MOTI NAGAR","28.66046","77.146749999999997","DELHI","WEST","MOTI NAGAR"
"RAJOURI GARDEN","28.651499999999999","77.11994","DELHI","WEST","RAJOURI GARDEN"
"PUNJABI BAGH","28.67426","77.132900000000006","DELHI","WEST","PUNJABI BAGH"
"TILAK NAGAR","28.638649999999998","77.101929999999996","DELHI","WEST","TILAK NAGAR"
"VIKASPURI","28.63007","77.067920000000001","DELHI","WEST","VIKASPURI"
"KHYALA","28.65748","77.113560000000007","DELHI","WEST","KHYALA"
"NARAINA","28.633040000000001","77.137889999999999","DELHI","WEST","NARAINA"
"INDER PURI","28.631170000000001","77.145129999999995","DELHI","WEST","INDER PURI"
"CYBER CRIME","15.501799999999999","73.874049999999997","GOA","C I D","CYBER CRIME"
"ANTI TERRORIST SQUAD, PANAJI","15.484920000000001","73.825609999999998","GOA","C I D","ANTI TERRORIST SQUAD, PANAJI"
"CRIME BRANCH","15.501799999999999","73.874049999999997","GOA","C I D","CRIME BRANCH"
"ANTI NARCOTICS CELL","15.499969999999999","73.825680000000006","GOA","C I D","ANTI NARCOTICS CELL"
"WOMEN P.S","15.49952","73.824430000000007","GOA","C I D","WOMEN P.S"
"Economics Offences Cell","15.499560000000001","73.825310000000002","GOA","C I D","Economics Offences Cell"
"CHAPORA COASTAL SECURITY PS","15.60618","73.739670000000004","GOA","C I D","CHAPORA COASTAL SECURITY PS"
"SIOLIM COASTAL SECURITY PS","15.6273","73.765929999999997","GOA","C I D","SIOLIM COASTAL SECURITY PS"
"TIRACOL COASTAL SECURITY PS","15.722200000000001","73.696200000000005","GOA","C I D","TIRACOL COASTAL SECURITY PS"
"PANAJI COASTAL SECURITY PS","15.501799999999999","73.874049999999997","GOA","C I D","PANAJI COASTAL SECURITY PS"
"BETUL COASTAL SECURITY PS","15.14705","73.955070000000006","GOA","C I D","BETUL COASTAL SECURITY PS"
"CANCONA (TALPONA) COASTAL SECURITY PS","14.9833","74.039490000000001","GOA","C I D","CANCONA (TALPONA) COASTAL SECURITY PS"
"HARBOUR COASTAL SECURITY PS","15.41132","73.792029999999997","GOA","C I D","HARBOUR COASTAL SECURITY PS"
"KONKAN RAILWAY PS","15.26689","73.970179999999999","GOA","C I D","KONKAN RAILWAY PS"
"PORVORIM/BETIM","15.51737","73.834500000000006","GOA","NORTH GOA","PORVORIM/BETIM"
"BICHOLIM","15.58455","73.959239999999994","GOA","NORTH GOA","BICHOLIM"
"CALANGUTE","15.542899999999999","73.779719999999998","GOA","NORTH GOA","CALANGUTE"
"ANJUNA","15.5907","73.743700000000004","GOA","NORTH GOA","ANJUNA"
"AGACAIM / GOA VELHA","15.418559999999999","73.903289999999998","GOA","NORTH GOA","AGACAIM / GOA VELHA"
"MAPUSA","15.59145","73.808899999999994","GOA","NORTH GOA","MAPUSA"
"PANAJI","15.49958","73.82441","GOA","NORTH GOA","PANAJI"
"OLD GOA","15.50076","73.914789999999996","GOA","NORTH GOA","OLD GOA"
"PERNEM","15.71691","73.796710000000004","GOA","NORTH GOA","PERNEM"
"VALPOI","15.531724000000001","74.138785999999996","GOA","NORTH GOA","VALPOI"
"SALIGAO","15.542899999999999","73.779719999999998","GOA","NORTH GOA","SALIGAO"
"Colvale Police Station","15.617889999999999","73.822975","GOA","NORTH GOA","Colvale Police Station"
"Mopa Airport Police Station","15.729259000000001","73.857090999999997","GOA","NORTH GOA","Mopa Airport Police Station"
"DABOLIM AIRPORT PS","15.383656999999999","73.835449800000006","GOA","SOUTH GOA","DABOLIM AIRPORT PS"
"CANACONA","15.00628","74.058059999999998","GOA","SOUTH GOA","CANACONA"
"CURCHOREM","15.261060000000001","74.107240000000004","GOA","SOUTH GOA","CURCHOREM"
"CUNCOLIM","15.16883","74.010409999999993","GOA","SOUTH GOA","CUNCOLIM"
"COLVA","15.277430000000001","73.926599999999993","GOA","SOUTH GOA","COLVA"
"MAINA CURTORIM","15.274240000000001","73.956779999999995","GOA","SOUTH GOA","MAINA CURTORIM"
"MARGAO TOWN","15.274240000000001","73.956779999999995","GOA","SOUTH GOA","MARGAO TOWN"
"MORMUGAO HARBOUR PS","15.38743","73.815430000000006","GOA","SOUTH GOA","MORMUGAO HARBOUR PS"
"QUEPEM","15.217610000000001","74.065010000000001","GOA","SOUTH GOA","QUEPEM"
"SANGUEM","15.228350000000001","74.154150000000001","GOA","SOUTH GOA","SANGUEM"
"VASCO","15.396800000000001","73.807310000000001","GOA","SOUTH GOA","VASCO"
"VASCO RAILWAYS","15.38603","73.844040000000007","GOA","SOUTH GOA","VASCO RAILWAYS"
"VERNA","15.35772","73.927700000000002","GOA","SOUTH GOA","VERNA"
"ANTI HUMAN TRAFFICKING CELL","15.27436","73.956670000000003","GOA","SOUTH GOA","ANTI HUMAN TRAFFICKING CELL"
"Fatorda","15.295669999999999","73.973489999999998","GOA","SOUTH GOA","Fatorda"
"COLLEM","15.34089","74.239760000000004","GOA","SOUTH GOA","COLLEM"
"PONDA","15.39753","74.002660000000006","GOA","SOUTH GOA","PONDA"
"Mardol PS","15.443009999999999","73.973380000000006","GOA","SOUTH GOA","Mardol PS"
"ANAND NAGAR","23.023630000000001","72.53313","GUJARAT","AHMEDABAD CITY","ANAND NAGAR"
"RANIP","23.08043","72.577979999999997","GUJARAT","AHMEDABAD CITY","RANIP"
"KHOKHARA","22.99408","72.621020000000001","GUJARAT","AHMEDABAD CITY","KHOKHARA"
"AMRAIWADI","23.006609999999998","72.624889999999994","GUJARAT","AHMEDABAD CITY","AMRAIWADI"
"KHADIA","23.01736","72.594390000000004","GUJARAT","AHMEDABAD CITY","KHADIA"
"BODAKDEV","23.040949999999999","72.507040000000003","GUJARAT","AHMEDABAD CITY","BODAKDEV"
"BAPUNAGAR","23.032330000000002","72.631270000000001","GUJARAT","AHMEDABAD CITY","BAPUNAGAR"
"CHANDKHEDA","23.114820000000002","72.580979999999997","GUJARAT","AHMEDABAD CITY","CHANDKHEDA"
"DARIYAPUR","23.034870000000002","72.596080000000001","GUJARAT","AHMEDABAD CITY","DARIYAPUR"
"MADHAVPURA","23.042950000000001","72.582210000000003","GUJARAT","AHMEDABAD CITY","MADHAVPURA"
"DCB","23.016190000000002","72.579740000000001","GUJARAT","AHMEDABAD CITY","DCB"
"DANILIMDA","22.99765","72.57978","GUJARAT","AHMEDABAD CITY","DANILIMDA"
"KRISHNANAGAR","23.07452","72.654790000000006","GUJARAT","AHMEDABAD CITY","KRISHNANAGAR"
"ELLISBRIDGE","23.022729999999999","72.571619999999996","GUJARAT","AHMEDABAD CITY","ELLISBRIDGE"
"NIKOL","23.04316","72.676230000000004","GUJARAT","AHMEDABAD CITY","NIKOL"
"PALDI","23.00544","72.552509999999998","GUJARAT","AHMEDABAD CITY","PALDI"
"GUJARAT UNIVERSITY","23.03518","72.539730000000006","GUJARAT","AHMEDABAD CITY","GUJARAT UNIVERSITY"
"GOMTIPUR","23.020949999999999","72.612350000000006","GUJARAT","AHMEDABAD CITY","GOMTIPUR"
"VATVA GIDC","22.97194","72.627750000000006","GUJARAT","AHMEDABAD CITY","VATVA GIDC"
"VASTRAPUR","23.04918","72.523470000000003","GUJARAT","AHMEDABAD CITY","VASTRAPUR"
"GAIKWAD HAVELI","23.015879999999999","72.57929","GUJARAT","AHMEDABAD CITY","GAIKWAD HAVELI"
"ISANPUR","22.99287","72.596519999999998","GUJARAT","AHMEDABAD CITY","ISANPUR"
"VADAJ","23.06306","72.566389999999998","GUJARAT","AHMEDABAD CITY","VADAJ"
"RAMOL","22.989329999999999","72.642319999999998","GUJARAT","AHMEDABAD CITY","RAMOL"
"KAGADAPITH","23.018149999999999","72.598079999999996","GUJARAT","AHMEDABAD CITY","KAGADAPITH"
"KALUPUR","23.028179999999999","72.593869999999995","GUJARAT","AHMEDABAD CITY","KALUPUR"
"KARANJ","23.024480000000001","72.582070000000002","GUJARAT","AHMEDABAD CITY","KARANJ"
"VEJALPUR","22.996829999999999","72.537019999999998","GUJARAT","AHMEDABAD CITY","VEJALPUR"
"RAKHIYAL","23.02158","72.622929999999997","GUJARAT","AHMEDABAD CITY","RAKHIYAL"
"Mahila West","23.03145","72.563879999999997","GUJARAT","AHMEDABAD CITY","Mahila West"
"SHAHIBAG","23.055119999999999","72.594269999999995","GUJARAT","AHMEDABAD CITY","SHAHIBAG"
"MANINAGAR","22.998670000000001","72.602180000000004","GUJARAT","AHMEDABAD CITY","MANINAGAR"
"MEGHANINAGAR","23.057729999999999","72.617679999999993","GUJARAT","AHMEDABAD CITY","MEGHANINAGAR"
"NARANPURA","23.065770000000001","72.559150000000002","GUJARAT","AHMEDABAD CITY","NARANPURA"
"NARODA","23.078330000000001","72.656220000000005","GUJARAT","AHMEDABAD CITY","NARODA"
"NAVRANGPURA","23.034929999999999","72.567250000000001","GUJARAT","AHMEDABAD CITY","NAVRANGPURA"
"ODHAV","23.026240000000001","72.673990000000003","GUJARAT","AHMEDABAD CITY","ODHAV"
"VATVA","22.961210000000001","72.617789999999999","GUJARAT","AHMEDABAD CITY","VATVA"
"SABARMATI","23.085370000000001","72.591769999999997","GUJARAT","AHMEDABAD CITY","SABARMATI"
"SARDARNAGAR","23.08426","72.637289999999993","GUJARAT","AHMEDABAD CITY","SARDARNAGAR"
"SHERKOTADA","23.031420000000001","72.602779999999996","GUJARAT","AHMEDABAD CITY","SHERKOTADA"
"SATELLITE","23.027519999999999","72.511020000000002","GUJARAT","AHMEDABAD CITY","SATELLITE"
"SHAHPUR","23.03511","72.579419999999999","GUJARAT","AHMEDABAD CITY","SHAHPUR"
"GHATLODIA","23.057549999999999","72.543490000000006","GUJARAT","AHMEDABAD CITY","GHATLODIA"
"SOLA HIGH COURT","23.087409999999998","72.529709999999994","GUJARAT","AHMEDABAD CITY","SOLA HIGH COURT"
"AIRPORT","23.07705","72.624110000000002","GUJARAT","AHMEDABAD CITY","AIRPORT"
"Mahila East","23.054929999999999","72.594589999999997","GUJARAT","AHMEDABAD CITY","Mahila East"
"SARKHEJ","22.98724","72.502870000000001","GUJARAT","AHMEDABAD CITY","SARKHEJ"
"SABARMATI RIVERFRONT WEST","23.01145","72.572059999999993","GUJARAT","AHMEDABAD CITY","SABARMATI RIVERFRONT WEST"
"SABARMATI RIVERFRONT EAST","23.053979999999999","72.579790000000003","GUJARAT","AHMEDABAD CITY","SABARMATI RIVERFRONT EAST"
"A-Traffic","23.08334","72.528409999999994","GUJARAT","AHMEDABAD CITY","A-Traffic"
"B-Traffic","23.031610000000001","72.563810000000004","GUJARAT","AHMEDABAD CITY","B-Traffic"
"E-Traffic","23.015879999999999","72.57929","GUJARAT","AHMEDABAD CITY","E-Traffic"
"F-Traffic","23.055140000000002","72.593109999999996","GUJARAT","AHMEDABAD CITY","F-Traffic"
"G-Traffic","23.081489999999999","72.632729999999995","GUJARAT","AHMEDABAD CITY","G-Traffic"
"H-Traffic","23.01989","72.632850000000005","GUJARAT","AHMEDABAD CITY","H-Traffic"
"I-Traffic","22.98931","72.64076","GUJARAT","AHMEDABAD CITY","I-Traffic"
"J-Traffic","22.99287","72.596519999999998","GUJARAT","AHMEDABAD CITY","J-Traffic"
"K-Traffic","22.99765","72.57978","GUJARAT","AHMEDABAD CITY","K-Traffic"
"L-Traffic","23.066389999999998","72.582409999999996","GUJARAT","AHMEDABAD CITY","L-Traffic"
"M-Traffic","22.98724","72.502870000000001","GUJARAT","AHMEDABAD CITY","M-Traffic"
"N-Traffic","23.027519999999999","72.511020000000002","GUJARAT","AHMEDABAD CITY","N-Traffic"
"NAROL","22.95993","72.590850000000003","GUJARAT","AHMEDABAD CITY","NAROL"
"VASNA","22.99926","72.545640000000006","GUJARAT","AHMEDABAD CITY","VASNA"
"CYBER CRIME","23.067039999999999","72.597660000000005","GUJARAT","AHMEDABAD CITY","CYBER CRIME"
"S.G. Highway-01 Traffic","23.082159999999998","72.528679999999994","GUJARAT","AHMEDABAD CITY","S.G. Highway-01 Traffic"
"S.G. Highway-02 Traffic","22.98527","72.500979999999998","GUJARAT","AHMEDABAD CITY","S.G. Highway-02 Traffic"
"ASLALI","22.920300000000001","72.594239999999999","GUJARAT","AHMEDABAD RURAL","ASLALI"
"SANAND GIDC","23.015339999999998","72.298410000000004","GUJARAT","AHMEDABAD RURAL","SANAND GIDC"
"BAVLA","22.831589999999998","72.472930000000005","GUJARAT","AHMEDABAD RURAL","BAVLA"
"BAGODARA","22.639130000000002","72.196290000000005","GUJARAT","AHMEDABAD RURAL","BAGODARA"
"BOPAL","23.02468","72.47072","GUJARAT","AHMEDABAD RURAL","BOPAL"
"CHANGODAR","22.92991","72.448260000000005","GUJARAT","AHMEDABAD RURAL","CHANGODAR"
"DETROJ","23.33175","72.186179999999993","GUJARAT","AHMEDABAD RURAL","DETROJ"
"DHANDHUKA","22.382819999999999","71.981920000000002","GUJARAT","AHMEDABAD RURAL","DHANDHUKA"
"DHOLERA","22.249389999999998","72.194000000000003","GUJARAT","AHMEDABAD RURAL","DHOLERA"
"DHOLKA","22.73508","72.436840000000004","GUJARAT","AHMEDABAD RURAL","DHOLKA"
"KOTH","22.633600000000001","72.321190000000001","GUJARAT","AHMEDABAD RURAL","KOTH"
"KANBHA","23.01454","72.715310000000002","GUJARAT","AHMEDABAD RURAL","KANBHA"
"MANDAL","23.286370000000002","72.00976","GUJARAT","AHMEDABAD RURAL","MANDAL"
"MAHILA","23.02468","72.47072","GUJARAT","AHMEDABAD RURAL","MAHILA"
"SANAND","22.987970000000001","72.386849999999995","GUJARAT","AHMEDABAD RURAL","SANAND"
"VIRAMGAM RURAL","23.098590000000002","72.069730000000007","GUJARAT","AHMEDABAD RURAL","VIRAMGAM RURAL"
"VIRAMGAM TOWN","23.122070000000001","72.050269999999998","GUJARAT","AHMEDABAD RURAL","VIRAMGAM TOWN"
"VITTHALAPUR","23.363379999999999","72.054519999999997","GUJARAT","AHMEDABAD RURAL","VITTHALAPUR"
"VIVEKANAND NAGAR","22.93262","72.663579999999996","GUJARAT","AHMEDABAD RURAL","VIVEKANAND NAGAR"
"DHOLKA RURAL","22.73508","72.436840000000004","GUJARAT","AHMEDABAD RURAL","DHOLKA RURAL"
"MAHILA","20.757560000000002","73.687029999999993","GUJARAT","AHWA (DANGS)","MAHILA"
"AHWA","20.75695","73.687560000000005","GUJARAT","AHWA (DANGS)","AHWA"
"SUBIR","20.932089999999999","73.775630000000007","GUJARAT","AHWA (DANGS)","SUBIR"
"VAGHAI","20.773040000000002","73.497349999999997","GUJARAT","AHWA (DANGS)","VAGHAI"
"SAPUTARA","20.57921","73.751919999999998","GUJARAT","AHWA (DANGS)","SAPUTARA"
"MAHILA","21.609719999999999","71.217550000000003","GUJARAT","AMRELI","MAHILA"
"JAFARABAD MARIN","20.868960000000001","71.361840000000001","GUJARAT","AMRELI","JAFARABAD MARIN"
"AMRELI CITY","21.603179999999998","71.222080000000005","GUJARAT","AMRELI","AMRELI CITY"
"AMRELI RURAL","21.604810000000001","71.223860000000002","GUJARAT","AMRELI","AMRELI RURAL"
"BABRA","21.84329","71.306010000000001","GUJARAT","AMRELI","BABRA"
"BAGASARA","21.488499999999998","70.951710000000006","GUJARAT","AMRELI","BAGASARA"
"CHALALA","21.408809999999999","71.164159999999995","GUJARAT","AMRELI","CHALALA"
"DAMNAGAR","21.692799999999998","71.520309999999995","GUJARAT","AMRELI","DAMNAGAR"
"DHARI","21.326650000000001","71.025260000000003","GUJARAT","AMRELI","DHARI"
"JAFARABAD","20.869029999999999","71.362539999999996","GUJARAT","AMRELI","JAFARABAD"
"KHAMBHA","21.141480000000001","71.253259999999997","GUJARAT","AMRELI","KHAMBHA"
"LATHI","21.717970000000001","71.394409999999993","GUJARAT","AMRELI","LATHI"
"LILIYA","21.540489999999998","71.356219999999993","GUJARAT","AMRELI","LILIYA"
"NAGESHRI","20.927679999999999","71.345730000000003","GUJARAT","AMRELI","NAGESHRI"
"PIPAVAV MARIN","20.93796","71.495450000000005","GUJARAT","AMRELI","PIPAVAV MARIN"
"RAJULA","21.04111","71.448819999999998","GUJARAT","AMRELI","RAJULA"
"SAVARKUNDLA TOWN","21.3371","71.31344","GUJARAT","AMRELI","SAVARKUNDLA TOWN"
"SAVARKUNDLA RURAL","21.33821","71.308629999999994","GUJARAT","AMRELI","SAVARKUNDLA RURAL"
"VADIA","21.67877","70.814440000000005","GUJARAT","AMRELI","VADIA"
"VANDA","21.383900000000001","71.471540000000005","GUJARAT","AMRELI","VANDA"
"DUNGAR","21.06598","71.567490000000006","GUJARAT","AMRELI","DUNGAR"
"ANAND RURAL","22.55659","72.968779999999995","GUJARAT","ANAND","ANAND RURAL"
"ANAND TOWN","22.556319999999999","72.966909999999999","GUJARAT","ANAND","ANAND TOWN"
"ANKLAV","22.383620000000001","72.996269999999996","GUJARAT","ANAND","ANKLAV"
"BHADRAN","22.359940000000002","72.903829999999999","GUJARAT","ANAND","BHADRAN"
"BORSAD CITY","22.417480000000001","72.897829999999999","GUJARAT","ANAND","BORSAD CITY"
"BORSAD RURAL","22.407589999999999","72.903599999999997","GUJARAT","ANAND","BORSAD RURAL"
"KHAMBHAT CITY","22.31174","72.617779999999996","GUJARAT","ANAND","KHAMBHAT CITY"
"KHAMBHAT RURAL","22.327970000000001","72.632859999999994","GUJARAT","ANAND","KHAMBHAT RURAL"
"KHAMBHOLAJ","22.572220000000002","73.08126","GUJARAT","ANAND","KHAMBHOLAJ"
"MAHELAV","22.559190000000001","72.823459999999997","GUJARAT","ANAND","MAHELAV"
"MAHILA","22.558219999999999","72.967820000000003","GUJARAT","ANAND","MAHILA"
